,NAME,INDUSTRY,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03
603355.SH,莱克电气,家用电器,83.66,79.3,81.3,82.2,83.53,82.4,83.35,85.56,85.8,86.0,85.74,83.74,82.56,78.4,75.37,72.28,71.98,68.3,70.13,72.21,64.81,61.01,62.34,66.43,73.29,72.87,71.67,73.75,65.5,61.83,66.56,61.88,61.21,59.0,57.49,73.77,66.74,57.1,52.81,48.96,63.32,60.67,66.12,69.02,69.05,65.76,63.88,65.96,67.04,65.14,70.49,67.15,67.58,64.37,62.11,62.45,59.29,65.53,73.88,79.99,85.64,86.1,86.46,90.68,92.55,93.66,94.84,91.75,94.94,94.32,94.97,95.4,95.02,95.38,95.79,95.15,94.99,96.22,95.68,95.63,95.81,96.04,95.32,96.81,96.84,96.56,97.17,96.46,96.33,95.61,94.76,94.84,94.76,96.38,96.92,97.56,98.25,98.25,97.59,97.69,97.61,97.92,97.61,97.02,96.43,96.07,80.79,68.28,65.27,61.26,61.52,56.56,56.49,50.27,53.61,49.17,46.37,40.92,40.79,42.72,46.83,46.96,51.3,43.15,52.35,49.14,42.26,36.71,46.72,37.99,36.45,48.27,45.26,52.09,51.91,53.61,55.02,60.42,58.31,57.69,57.1,54.12,48.19,50.22,37.5,24.12,22.6,22.71
000898.SZ,鞍钢股份,普钢,83.64,82.22,82.71,81.25,80.02,80.73,81.45,81.43,80.86,81.79,81.53,84.31,83.74,88.18,87.93,87.95,89.03,88.24,89.16,88.52,92.06,95.43,94.09,94.14,95.79,94.48,94.58,92.42,94.12,94.43,93.99,94.32,94.53,94.61,93.96,93.6,93.48,93.35,93.78,94.17,93.66,94.97,96.07,96.66,97.41,97.77,98.2,98.41,98.48,98.33,98.59,98.43,97.97,98.07,97.69,97.66,98.2,98.02,98.1,97.77,97.77,97.92,98.28,98.05,98.07,97.64,97.05,96.3,96.04,95.63,96.3,95.5,94.55,95.27,94.22,94.17,93.22,92.86,90.96,91.52,90.37,89.75,91.7,91.14,90.86,92.19,92.24,90.06,90.91,90.75,90.88,88.95,89.44,92.32,89.8,90.08,88.88,90.42,88.98,89.75,90.24,90.03,90.19,88.9,89.65,90.57,86.8,85.95,88.59,88.77,87.13,89.96,90.57,91.68,90.6,89.98,91.55,93.01,92.06,90.55,89.93,90.47,93.22,89.39,88.36,88.49,87.39,86.26,87.34,86.85,89.39,89.75,90.14,87.0,88.39,90.96,87.7,88.9,85.9,86.36,82.17,79.84,83.28,84.07,84.56,84.43,83.41,83.61
300671.SZ,富满电子,半导体,83.61,82.28,65.96,63.76,53.94,38.07,24.81,16.03,20.83,20.24,12.64,13.77,12.59,14.03,23.3,18.55,18.55,14.31,19.16,11.94,3.52,3.72,4.21,4.55,4.8,5.34,9.07,13.36,8.71,7.35,6.76,9.25,10.92,8.63,9.09,7.45,6.45,6.68,5.42,8.07,11.94,17.08,26.43,27.56,37.58,26.87,34.06,59.36,62.65,63.91,74.96,83.51,81.35,83.15,85.28,86.41,91.52,94.3,91.19,90.86,89.21,90.34,88.65,76.83,54.87,53.43,77.14,85.8,85.69,89.44,90.91,91.24,89.55,92.53,91.88,90.65,89.78,77.42,84.33,86.54,85.82,84.05,87.36,93.24,94.35,94.68,94.12,94.73,95.4,95.38,95.5,96.56,96.25,97.25,96.76,98.2,98.36,97.59,98.82,99.49,99.64,99.56,99.64,99.69,99.69,99.74,99.74,99.72,99.69,99.56,99.56,99.54,99.54,99.59,99.56,99.46,99.59,99.64,99.77,99.74,99.72,99.77,99.85,99.87,99.82,99.82,99.74,99.74,99.67,99.54,99.51,99.36,99.18,99.69,99.72,99.72,99.56,99.56,99.41,99.31,99.51,99.51,99.46,99.33,99.38,99.46,99.05,99.26
002453.SZ,华软科技,软件服务,83.59,81.66,83.69,84.46,84.38,85.23,72.69,65.22,69.69,59.83,54.17,53.15,36.45,74.06,64.27,66.22,68.1,72.31,71.2,70.18,68.79,70.85,71.77,74.7,74.78,74.21,69.74,67.2,68.76,66.99,69.56,68.05,68.58,67.2,65.37,62.47,65.27,63.16,67.53,64.86,66.5,68.58,74.47,76.01,77.45,79.78,79.48,81.94,82.64,80.99,81.74,81.02,81.22,79.27,78.71,78.32,78.14,81.35,83.61,85.97,86.36,87.95,87.44,89.55,90.19,90.37,89.73,90.83,89.11,89.34,87.98,86.39,85.28,87.39,85.26,84.77,84.61,83.3,83.95,82.76,80.81,76.75,77.52,66.76,62.47,66.68,60.49,71.49,70.69,65.76,75.49,75.21,71.05,73.21,69.79,56.87,63.81,56.0,61.14,75.31,69.12,72.77,73.72,66.07,68.07,68.71,68.43,54.07,52.66,53.02,57.77,52.58,57.21,72.1,68.48,62.11,77.19,84.05,88.13,90.44,91.39,90.65,89.29,89.37,89.7,89.31,92.01,94.79,93.68,94.84,94.61,94.4,96.12,92.78,94.22,94.07,95.48,96.12,96.28,96.1,95.89,95.66,96.71,94.43,94.09,94.3,94.43,94.5
603733.SH,仙鹤股份,造纸,83.56,70.64,71.98,79.86,83.38,84.36,85.92,78.24,77.73,77.68,74.7,79.42,79.35,78.22,75.83,73.47,81.09,85.08,86.28,87.39,87.52,88.06,89.21,88.83,90.21,90.93,89.85,89.21,88.83,87.7,90.96,92.14,91.88,92.35,93.4,92.81,93.09,93.04,94.19,92.58,93.45,92.63,92.32,91.63,92.01,90.83,87.88,88.62,86.62,88.31,88.85,86.05,87.54,88.93,90.37,89.24,91.6,92.06,94.37,95.32,95.58,95.66,95.04,94.94,94.19,93.76,93.63,92.29,93.06,91.99,89.24,84.28,85.54,85.41,81.09,82.15,81.92,82.4,83.92,75.83,79.04,80.94,85.13,90.42,90.96,91.6,89.34,89.39,88.39,88.75,83.51,81.69,80.84,84.33,82.76,84.59,85.74,88.06,87.98,92.14,93.24,93.58,94.35,96.4,96.1,94.79,93.45,93.71,93.84,93.78,93.89,93.48,92.27,89.67,90.08,90.26,90.55,90.83,89.88,88.49,87.85,88.0,88.26,84.87,88.59,83.15,81.22,86.23,89.8,89.29,89.8,87.44,88.13,88.8,86.69,89.98,89.29,88.77,85.26,83.46,84.07,82.4,83.95,84.82,84.07,83.38,80.71,79.91
603268.SH,松发股份,陶瓷,83.53,85.85,83.84,83.69,84.23,84.1,84.41,84.41,83.89,83.53,81.3,84.33,81.81,81.99,83.51,82.25,72.77,67.35,59.52,75.39,73.54,74.0,69.02,64.65,62.01,65.45,66.32,65.89,59.41,63.63,55.82,53.17,54.25,54.12,52.74,51.66,59.13,57.23,52.04,54.56,60.62,59.03,60.9,65.99,65.07,66.84,72.9,72.1,69.79,69.82,71.9,75.13,74.72,73.13,73.21,76.83,77.34,73.26,75.42,74.98,76.7,73.57,75.6,77.7,74.65,74.8,77.86,74.24,67.22,70.36,71.74,65.12,62.47,62.55,62.7,60.44,60.11,59.39,54.41,52.27,52.81,55.43,53.56,57.0,57.9,59.13,54.56,52.12,49.88,47.26,50.58,49.58,46.24,40.2,31.49,32.03,29.0,23.22,19.29,20.76,17.8,21.6,24.4,22.94,20.5,29.1,26.92,35.6,44.72,45.59,46.93,41.74,33.47,35.71,33.01,32.44,33.88,31.42,28.72,25.66,36.3,45.18,45.65,44.05,43.08,39.82,37.99,34.32,35.22,38.92,41.05,33.24,39.33,31.65,22.55,26.66,30.7,23.35,26.25,25.4,29.41,35.58,31.06,29.39,29.59,22.94,22.14,20.14
601939.SH,建设银行,银行,83.51,82.61,85.08,84.36,83.35,83.43,83.46,86.23,86.51,85.31,86.93,86.18,85.54,86.49,86.9,86.26,88.08,86.9,86.64,85.69,87.85,88.93,89.01,89.24,90.01,89.47,88.83,87.44,87.34,88.52,88.13,87.77,86.62,86.51,87.05,86.67,85.33,84.84,84.0,84.02,84.0,84.18,82.43,84.72,85.13,86.21,85.33,86.23,85.59,82.22,84.9,82.61,80.58,78.11,78.37,78.68,80.61,80.09,78.06,77.32,79.42,74.75,75.39,77.37,79.06,76.96,74.21,74.88,76.98,79.01,76.37,75.06,74.7,75.85,72.46,75.65,73.77,69.66,65.27,58.28,53.92,54.94,53.02,59.13,59.93,65.81,63.01,66.2,66.12,66.09,70.2,68.28,67.02,65.3,67.58,66.04,68.2,66.4,65.17,64.17,64.06,69.84,68.87,68.69,70.2,66.12,58.18,53.97,38.48,38.43,32.96,29.26,27.69,27.49,22.68,23.79,25.15,27.18,25.17,23.25,27.9,24.12,19.65,18.14,18.19,16.75,16.57,12.61,12.05,14.03,13.82,15.1,17.11,14.33,14.62,17.85,14.51,15.82,15.69,17.39,12.95,13.25,13.64,13.13,13.23,12.84,12.15,13.2
002557.SZ,洽洽食品,食品,83.48,81.76,77.5,75.47,81.63,81.86,82.04,83.89,82.94,79.14,82.28,72.82,60.96,57.36,50.37,42.85,42.23,47.75,37.32,32.06,33.16,27.41,31.44,26.53,42.51,48.03,47.75,45.77,30.7,32.93,36.5,34.06,38.48,45.29,43.03,51.01,44.77,47.98,42.74,42.08,34.55,27.2,37.94,31.03,34.01,42.59,31.26,32.57,27.49,43.39,47.11,33.91,37.58,44.64,54.51,51.04,48.37,35.06,43.21,50.37,58.34,57.8,51.35,56.05,57.39,58.87,63.29,63.09,62.5,68.4,68.92,60.49,60.8,53.38,57.67,60.96,63.22,58.98,51.4,54.38,49.78,45.47,45.98,40.07,38.74,31.9,27.28,22.58,16.41,11.2,10.2,10.3,12.02,12.05,12.15,15.05,14.1,16.54,16.95,16.31,13.54,19.01,20.4,13.25,7.94,4.93,3.65,3.9,2.7,3.72,6.04,5.65,6.01,7.32,6.29,4.06,2.75,2.65,2.49,2.26,2.49,2.44,2.85,3.67,2.36,2.36,2.23,1.7,3.08,5.16,4.75,6.55,7.17,10.76,10.15,9.97,10.94,7.12,9.45,8.43,9.38,11.38,10.53,11.2,7.35,9.66,8.48,9.79
688396.SH,华润微,半导体,83.46,83.53,82.97,80.35,83.51,76.86,83.15,80.76,85.05,84.46,85.77,86.72,89.01,86.85,85.97,88.42,89.73,90.68,92.09,93.09,92.17,92.47,94.14,92.11,89.29,88.39,89.49,90.42,88.62,85.28,79.58,79.19,80.48,73.29,72.9,70.85,72.18,69.79,67.84,72.36,69.97,69.38,79.68,80.27,81.92,82.74,80.91,77.7,78.35,72.87,86.8,87.77,87.67,87.08,85.36,84.64,87.54,90.01,90.29,90.57,91.93,89.57,88.83,85.69,69.69,72.33,76.96,79.91,79.5,84.64,81.48,80.27,79.68,74.47,77.45,78.86,73.75,78.45,71.15,65.48,62.88,43.39,39.94,47.42,55.15,58.7,70.28,65.99,68.94,68.2,74.54,88.7,89.19,88.03,86.72,89.78,85.31,84.15,87.18,87.44,87.52,87.21,90.78,91.65,87.67,87.82,89.01,86.62,82.46,70.77,67.66,69.79,68.33,66.76,76.75,73.72,78.47,80.61,85.54,87.16,87.75,90.91,91.47,90.03,84.72,89.29,87.64,87.72,82.43,79.35,77.4,80.66,78.94,84.92,84.64,80.07,83.66,85.54,77.11,75.39,75.88,79.14,71.98,74.57,74.57,74.88,62.75,67.76
002067.SZ,景兴纸业,造纸,83.43,82.66,85.18,87.36,87.03,87.9,86.08,83.02,83.23,83.51,83.61,86.9,87.46,87.72,87.85,88.52,88.21,87.98,89.11,87.77,86.39,87.59,87.72,85.23,84.48,81.58,81.27,82.94,78.24,81.43,76.8,81.53,76.44,79.58,79.42,79.17,81.56,82.94,84.36,82.1,83.48,83.92,84.36,84.87,85.8,86.26,86.82,85.95,84.82,84.46,83.35,83.56,82.92,83.1,81.74,80.12,80.66,80.27,82.89,78.86,80.04,79.37,80.27,82.22,82.33,82.46,80.63,80.43,80.38,79.37,76.09,70.69,69.41,76.29,77.24,75.78,79.35,79.19,78.37,77.09,76.78,76.98,77.16,76.14,74.96,79.01,78.76,76.98,79.89,75.52,77.04,75.62,72.93,71.08,70.28,70.92,69.05,72.36,69.61,69.02,65.35,67.97,66.43,60.62,60.34,53.12,56.0,54.48,49.14,32.31,32.75,39.79,40.33,32.62,36.09,32.42,38.17,41.25,37.81,40.05,35.06,36.53,31.54,25.28,25.12,21.96,26.84,35.29,33.16,33.14,33.86,26.33,25.84,21.99,20.7,23.99,27.18,26.25,18.73,23.86,23.5,26.87,31.9,34.7,37.07,35.04,35.11,32.91
600081.SH,东风科技,汽车配件,83.41,85.05,84.31,82.28,80.04,77.4,75.85,72.77,74.83,78.11,78.76,82.79,83.77,80.68,81.2,82.4,82.4,81.92,81.43,81.58,81.84,82.66,85.62,85.51,82.46,80.91,80.53,80.3,80.53,81.38,83.33,79.14,78.55,77.91,76.83,76.86,78.09,77.52,75.62,69.36,69.51,58.8,64.53,66.81,66.27,62.55,61.6,61.26,55.43,54.48,52.35,59.8,69.54,74.11,63.96,61.88,65.14,69.56,66.27,66.61,63.19,59.08,54.87,45.59,54.25,58.31,74.75,76.98,78.65,84.46,82.97,83.89,82.58,77.73,76.24,76.01,72.03,70.31,71.74,76.47,71.74,77.93,73.41,57.74,66.45,73.54,74.36,73.85,77.55,78.19,65.22,75.42,78.45,61.6,63.55,66.71,66.61,67.74,69.66,41.3,24.02,17.26,27.18,29.08,42.18,39.56,44.34,47.68,50.06,44.85,68.94,72.59,75.83,48.57,57.41,71.33,77.63,70.51,72.16,80.38,78.35,73.95,70.77,79.24,77.58,78.17,73.98,79.58,79.06,75.78,74.67,76.55,71.87,72.33,71.31,71.92,73.82,68.02,66.58,65.25,66.38,61.08,59.44,58.31,61.75,61.14,61.37,59.83
000900.SZ,现代投资,路桥,83.38,84.1,85.82,82.97,84.54,83.89,83.56,83.56,84.05,84.28,83.69,84.87,84.23,82.2,82.46,82.84,85.59,84.84,84.66,85.49,84.48,86.15,85.97,87.18,89.65,87.23,84.66,85.26,85.28,85.44,84.87,85.1,85.23,84.31,86.54,86.44,85.87,85.2,85.62,84.77,85.54,84.97,84.43,84.9,85.54,83.71,84.79,80.58,81.69,80.94,81.97,81.25,78.91,77.88,76.65,77.81,78.4,78.09,77.01,77.78,79.45,78.68,80.07,79.99,80.17,80.4,77.4,78.29,80.14,79.86,79.35,78.83,79.53,79.86,78.71,79.58,78.96,78.4,78.24,75.73,73.93,76.32,76.55,76.06,76.03,76.21,75.6,71.08,73.39,70.02,68.66,66.2,63.29,62.19,58.98,57.33,56.2,45.59,42.95,35.14,37.99,47.7,50.89,51.76,56.59,53.45,52.74,51.55,46.19,46.57,41.46,40.48,41.54,49.22,47.65,49.45,48.75,51.66,42.31,35.78,38.71,35.09,29.64,33.44,28.02,26.38,28.51,25.82,24.92,25.15,26.46,26.59,28.38,31.0,34.42,34.45,28.18,31.36,29.64,29.03,31.06,31.31,36.45,32.7,28.05,30.64,31.7,27.36
601918.SH,新集能源,煤炭开采,83.35,86.05,84.48,86.72,85.41,84.2,83.41,80.48,78.71,79.17,77.6,81.38,81.17,82.71,84.02,85.28,85.67,84.41,85.8,86.26,87.34,88.83,88.24,88.31,90.75,90.62,90.34,87.72,89.47,90.01,90.01,89.16,88.54,88.95,88.26,88.83,90.68,89.62,90.68,90.14,88.57,89.57,88.39,89.83,90.42,91.11,91.6,91.78,90.73,90.96,92.58,92.29,92.63,92.4,91.96,92.42,91.57,93.58,92.01,93.63,93.84,93.84,95.25,96.61,97.53,97.53,97.23,96.71,96.02,95.32,95.45,94.43,93.53,93.06,91.27,91.24,91.42,91.88,90.91,89.55,91.91,89.6,91.96,93.91,94.45,95.66,96.33,95.68,95.2,96.17,96.35,96.17,94.91,91.22,91.93,95.12,95.89,95.53,95.09,92.65,94.19,91.91,92.91,94.19,94.79,92.83,87.64,90.14,90.75,92.6,93.04,93.6,94.09,93.91,94.14,93.78,92.35,94.14,94.32,93.27,92.86,90.86,91.65,87.39,87.77,88.57,89.52,91.6,91.22,90.88,93.99,92.47,92.24,92.19,91.83,91.91,91.09,91.24,91.32,91.24,92.42,92.47,91.96,92.22,92.45,91.45,91.68,91.34
000951.SZ,中国重汽,汽车整车,83.33,82.43,84.54,83.66,87.49,89.8,90.11,89.55,90.16,92.35,91.99,91.27,90.62,87.03,84.18,80.04,79.53,80.14,83.84,86.69,86.08,84.61,76.73,62.21,56.74,73.21,75.11,75.65,71.46,69.38,70.43,64.86,58.62,55.56,65.76,72.03,75.6,75.47,72.21,76.5,83.56,84.38,79.35,79.53,77.04,72.36,72.69,68.48,63.76,65.04,63.42,59.83,62.03,63.65,60.13,62.27,63.63,54.66,58.39,41.38,49.76,41.25,35.06,30.82,39.07,40.17,35.06,30.88,38.84,46.93,40.82,46.49,43.26,36.55,31.36,38.79,38.66,44.59,48.55,44.13,43.98,39.56,32.6,31.75,34.68,32.62,31.62,29.51,24.87,27.74,22.4,20.55,24.56,23.35,24.48,26.15,24.61,31.0,28.54,25.53,22.17,24.48,22.5,17.6,22.45,16.39,8.66,9.53,9.02,9.35,4.96,3.85,3.21,3.49,3.6,2.13,2.72,3.7,2.23,2.36,2.21,2.21,2.03,4.03,3.03,3.06,3.26,5.37,4.52,3.01,2.83,3.34,3.6,4.65,5.7,7.6,7.04,5.96,4.47,3.47,2.75,3.11,4.34,4.19,4.6,6.14,5.63,4.62
002121.SZ,科陆电子,电器仪表,83.3,83.2,80.09,81.94,81.84,81.17,79.35,81.79,81.38,80.4,77.99,79.04,78.09,80.86,82.2,84.0,84.36,82.84,79.4,80.68,81.07,80.97,78.78,78.17,71.82,74.03,73.9,76.5,77.6,78.14,77.73,75.98,75.8,76.34,81.71,82.04,80.63,79.37,73.29,71.0,73.72,74.03,77.24,76.78,73.9,71.28,69.71,74.62,74.34,75.78,69.74,67.17,66.63,69.1,67.27,70.67,72.9,71.87,70.36,73.82,69.46,69.05,66.56,68.43,69.02,67.74,65.48,66.99,65.19,67.81,74.29,76.8,74.8,77.6,77.65,75.52,77.24,78.99,65.4,86.67,87.08,87.88,87.03,91.24,90.24,89.75,89.47,88.85,86.51,86.9,85.74,86.57,85.1,85.31,87.82,84.0,82.94,81.38,81.99,79.5,81.61,82.1,86.03,87.21,87.46,87.8,89.47,89.93,89.62,90.44,89.9,86.13,88.52,86.05,85.62,85.49,86.41,89.8,91.39,86.67,83.87,86.23,90.88,91.47,94.53,94.55,94.45,92.55,92.35,94.91,95.81,95.27,94.97,93.14,92.73,91.81,90.93,91.29,91.68,89.7,88.57,90.37,86.08,84.72,85.82,85.92,87.7,87.75
300375.SZ,鹏翎股份,汽车配件,83.28,84.66,84.38,73.29,71.8,68.02,68.15,59.52,61.93,61.85,62.52,63.99,71.69,71.49,62.6,66.07,56.85,54.56,27.51,33.93,33.96,21.68,18.78,29.57,17.08,9.43,9.84,17.67,32.21,19.27,13.2,9.99,10.94,12.15,8.58,9.56,12.02,12.54,16.7,15.39,15.31,13.46,10.94,15.95,14.46,11.58,13.69,7.12,9.99,10.45,7.73,8.63,8.17,5.57,3.67,5.86,5.65,8.4,6.47,2.59,2.34,3.11,3.96,5.81,8.68,12.54,15.03,11.87,10.12,12.72,15.67,17.31,16.52,18.14,12.74,10.66,14.05,17.42,13.49,16.8,19.06,17.42,17.34,15.03,18.14,15.23,20.91,17.39,16.13,19.42,17.42,18.01,19.8,19.8,23.07,24.84,32.78,33.88,33.5,36.14,38.35,30.54,28.2,26.77,27.0,29.18,42.79,40.97,45.75,47.42,56.1,54.74,46.96,42.02,47.32,49.68,50.19,44.49,39.04,46.93,39.53,44.82,54.12,72.98,78.91,79.27,81.12,79.68,79.04,77.16,81.22,80.71,76.78,78.22,77.83,74.88,79.24,76.6,75.67,74.96,73.31,72.54,72.08,71.49,71.2,71.1,72.36,73.08
300176.SZ,派生科技,汽车配件,83.25,84.15,87.52,85.82,84.15,78.47,79.71,80.61,75.85,77.91,81.33,77.83,72.93,73.44,74.8,81.61,54.71,43.21,19.32,39.92,29.49,16.08,20.7,37.43,20.01,13.61,13.28,13.95,40.53,39.17,26.23,25.1,21.86,24.38,24.4,22.3,24.63,24.97,30.16,29.93,26.97,24.99,28.28,26.25,21.22,15.72,17.54,14.69,16.11,15.21,14.46,15.75,12.97,7.14,5.32,9.99,3.57,4.24,6.24,6.81,2.26,1.67,2.23,2.85,3.19,4.47,4.98,5.73,4.32,4.21,5.16,6.37,10.66,8.07,6.94,5.06,3.42,3.83,5.42,4.37,5.47,7.4,10.76,12.18,13.77,13.33,18.03,19.06,11.17,16.93,23.14,21.19,19.91,27.07,41.87,44.98,42.0,52.35,46.03,36.17,39.76,38.71,44.16,33.09,34.34,33.11,43.92,52.58,54.07,56.97,56.95,50.37,47.88,48.06,46.49,36.53,47.78,48.57,46.67,44.05,40.84,47.32,42.51,52.48,62.57,66.02,68.51,66.89,65.99,63.04,66.12,62.55,62.29,61.91,60.96,61.08,62.98,66.53,61.42,61.55,64.89,59.16,53.97,47.65,44.39,48.24,43.77,46.06
300690.SZ,双一科技,电气设备,83.23,85.62,84.36,84.18,81.38,84.23,80.68,82.17,84.36,86.26,86.82,85.46,85.64,87.23,85.38,82.51,83.2,81.69,85.59,82.61,80.53,79.73,83.43,83.56,84.05,84.61,88.0,89.44,90.03,83.51,88.7,87.23,89.88,88.26,85.67,85.28,85.74,85.74,83.61,83.95,83.28,79.84,78.65,69.05,66.81,68.74,32.85,21.99,16.23,16.29,15.21,21.99,19.7,22.81,6.45,10.27,8.4,0.31,0.26,0.26,0.23,0.31,0.49,0.44,0.46,0.31,0.13,0.31,0.33,0.54,0.44,0.57,0.82,0.62,0.54,0.49,0.72,0.69,0.49,0.51,0.39,0.33,0.39,0.21,0.15,0.15,0.21,0.21,0.21,0.08,0.03,0.03,0.03,0.08,0.05,0.26,0.08,0.05,0.03,0.15,0.23,0.18,0.23,0.18,0.18,0.23,0.28,0.39,0.36,0.28,0.23,0.31,0.28,0.39,1.18,2.34,2.03,3.01,0.92,1.46,1.16,1.13,1.82,1.98,1.93,1.64,3.31,3.26,2.05,1.8,2.57,2.03,1.9,1.52,1.03,1.18,1.21,1.28,1.13,0.98,1.26,1.03,1.03,1.05,1.03,0.92,1.05,1.13
000680.SZ,山推股份,工程机械,83.2,81.17,84.79,87.34,86.98,82.1,80.02,75.37,81.33,79.53,77.86,78.24,77.86,79.3,81.56,81.69,81.48,85.02,85.38,84.51,85.72,84.15,85.69,84.92,91.01,87.13,85.2,81.53,82.3,79.86,80.86,79.6,80.17,80.97,78.73,78.27,75.29,77.75,78.04,83.1,83.89,82.87,83.3,83.05,83.71,84.95,85.9,85.23,87.0,86.54,85.31,87.03,87.13,86.82,86.18,84.18,83.95,83.77,82.61,85.67,86.18,85.46,86.28,86.13,85.54,83.35,81.66,83.23,84.0,82.48,81.56,80.17,80.53,80.84,79.81,80.48,80.86,80.43,73.67,70.69,69.2,65.63,68.23,68.43,62.01,67.79,68.66,66.91,68.33,70.97,70.72,69.12,67.94,66.2,69.2,68.46,68.58,65.81,63.88,68.33,63.4,63.55,63.68,64.24,63.01,61.62,56.28,66.3,64.4,58.7,37.55,44.85,39.43,37.45,43.21,35.71,44.57,38.43,29.26,35.24,26.38,31.03,23.94,22.76,23.32,32.29,43.54,50.22,41.69,40.66,46.67,46.93,44.34,42.46,39.89,40.3,39.74,36.89,37.04,40.1,35.11,42.79,40.97,43.05,30.36,45.77,44.54,43.8
300667.SZ,必创科技,电器仪表,83.17,83.38,83.41,75.8,81.81,76.14,75.7,70.33,73.67,75.6,79.37,77.73,79.68,82.76,82.87,83.66,80.91,83.84,85.54,82.43,78.73,77.73,78.65,79.22,72.28,66.17,67.53,60.44,63.7,61.34,36.91,41.1,41.23,48.93,59.16,51.53,53.61,52.94,55.87,61.55,58.95,57.67,61.85,55.41,47.5,48.7,42.15,41.84,40.61,42.56,22.94,27.64,24.45,29.64,24.27,22.45,22.96,30.52,34.91,17.34,15.75,13.72,13.1,10.61,6.65,6.78,6.81,7.53,9.14,11.58,10.45,9.76,12.33,12.23,12.12,14.74,17.06,11.64,12.02,10.4,10.3,13.97,16.21,15.64,12.51,11.1,10.97,12.38,16.16,21.68,29.69,39.2,37.04,39.4,37.45,45.03,56.87,43.9,41.79,44.03,39.12,40.51,37.19,40.2,32.88,33.65,38.4,35.04,47.19,37.99,39.56,33.91,34.86,38.56,38.02,38.71,38.43,38.71,54.33,52.79,35.42,49.06,55.28,57.18,58.82,61.29,57.59,58.52,56.23,57.51,53.71,52.14,50.09,51.19,44.75,44.05,51.68,49.06,52.97,49.42,47.83,47.6,44.46,53.99,50.86,58.93,60.54,56.36
600301.SH,*ST南化,商贸代理,83.15,83.07,83.0,82.43,83.2,85.85,83.64,80.97,76.09,72.28,73.31,78.76,76.44,74.08,75.13,76.37,76.62,75.75,74.93,75.96,75.29,70.41,63.68,61.44,63.86,65.53,66.61,64.63,61.91,61.44,67.12,72.82,73.93,72.57,74.6,74.65,72.82,72.98,68.69,66.43,66.22,67.99,66.86,67.69,66.32,68.64,70.15,68.66,66.66,65.73,67.43,66.38,64.09,58.62,55.77,54.94,58.1,57.62,63.04,58.98,60.13,61.11,62.39,61.78,65.22,68.15,68.25,66.22,65.35,65.19,64.76,69.33,70.36,72.08,70.05,68.48,66.94,66.53,67.43,65.32,65.94,67.66,71.15,71.1,73.11,71.82,67.79,69.38,69.84,68.12,67.43,64.68,64.17,59.52,62.27,61.08,62.11,63.06,65.91,64.4,62.09,61.91,64.01,61.03,57.05,54.84,52.86,66.32,54.23,60.31,57.0,54.79,62.91,58.46,64.22,71.02,70.41,67.69,63.94,65.73,69.1,69.15,64.81,70.87,64.96,57.74,56.15,62.55,67.87,73.52,76.09,81.07,82.28,83.82,79.24,76.83,78.4,82.1,85.92,87.67,89.52,91.34,92.53,92.94,93.73,94.25,94.99,95.53
