,NAME,INDUSTRY,2021/6/30,2021/7/1,2021/7/2,2021/7/5,2021/7/6,2021/7/7,2021/7/8,2021/7/9,2021/7/12,2021/7/13,2021/7/14,2021/7/15,2021/7/16,2021/7/19,2021/7/20,2021/7/21,2021/7/22,2021/7/23,2021/7/26,2021/7/27,2021/7/28,2021/7/29,2021/7/30,2021/8/2,2021/8/3,2021/8/4,2021/8/5,2021/8/6,2021/8/9,2021/8/10
002023.SZ,海特高新,航空,97.38,95.15,92.85,91.12,92.16,91.6,91.81,90.01,91.02,94.54,95.81,90.96,83.25,56.36,65.47,59.99,81.64,80.29,79.41,81.03,50.82,85.0,87.78,83.7,74.14,77.85,80.82,83.7,80.18,78.51
600241.SH,ST时万,商贸代理,97.35,97.99,98.12,95.87,94.67,92.34,85.08,66.08,59.96,50.0,38.31,55.03,67.78,29.25,11.63,5.91,2.65,3.95,10.47,19.21,19.87,9.57,7.55,22.66,14.84,16.93,33.36,65.45,61.53,73.53
300656.SZ,民德电子,IT设备,97.32,95.63,96.98,95.84,92.87,93.19,94.89,92.55,93.56,86.83,83.6,66.0,34.34,10.81,27.45,25.83,16.08,29.17,35.19,92.55,76.87,85.93,95.2,98.68,99.58,99.6,99.47,98.94,98.91,99.18
002716.SZ,金贵银业,小金属,97.3,97.85,93.61,93.46,95.55,92.45,84.42,90.04,80.26,75.78,75.57,78.11,72.52,71.25,86.67,76.02,74.01,55.54,63.43,24.06,17.78,46.29,64.52,55.25,25.52,41.07,43.06,37.57,36.09,25.83
002617.SZ,露笑科技,电气设备,97.27,91.41,85.35,83.86,84.05,91.52,93.14,76.21,62.37,71.38,71.67,61.87,23.37,7.21,3.95,6.17,38.1,32.38,5.7,16.27,23.37,54.61,66.16,50.56,31.77,60.55,18.15,58.8,53.84,54.21
688037.SH,芯源微,半导体,97.24,96.61,95.95,98.78,98.46,98.89,99.07,99.05,98.83,98.52,97.46,96.58,96.9,97.38,97.59,99.15,99.76,99.68,99.74,99.84,99.26,99.74,99.79,99.18,93.75,92.42,95.18,94.89,93.8,92.26
300373.SZ,扬杰科技,半导体,97.22,95.89,96.66,93.8,93.11,94.7,94.94,93.83,95.18,91.36,89.8,74.4,58.85,56.7,33.31,24.77,39.37,13.35,40.3,50.4,18.68,59.14,65.1,62.24,31.61,37.94,26.02,32.91,15.63,29.94
002516.SZ,旷达科技,纺织,97.19,96.48,97.96,97.43,94.44,89.83,89.3,89.67,93.88,94.52,93.3,93.61,89.83,88.1,74.77,28.91,5.11,12.11,67.67,69.61,79.2,75.73,74.17,74.64,74.91,83.49,85.4,85.21,68.89,55.19
688116.SH,天奈科技,化工原料,97.16,98.25,98.28,97.38,97.59,97.59,98.6,98.33,99.15,99.23,98.86,99.21,98.17,97.59,97.46,98.04,97.91,95.47,93.48,89.51,91.34,88.53,70.01,78.7,86.12,93.8,86.57,87.55,48.09,32.41
300490.SZ,华自科技,电气设备,97.14,94.22,98.57,99.55,99.23,99.07,98.97,98.91,99.31,99.87,99.66,99.81,99.71,99.55,99.28,97.54,94.38,90.83,88.47,84.08,72.42,91.34,73.0,21.14,52.84,51.11,32.06,26.15,13.01,2.81
300353.SZ,东土科技,通信设备,97.11,94.81,93.38,96.53,96.61,96.79,95.36,93.22,95.55,93.96,89.37,85.21,90.28,67.28,14.57,34.66,33.25,78.43,67.57,84.82,61.05,81.93,74.19,81.0,77.61,72.31,86.88,78.54,84.74,86.43
300811.SZ,铂科新材,元器件,97.09,97.69,97.48,97.3,98.36,98.7,98.52,98.78,95.05,90.81,90.01,77.16,38.77,50.79,54.77,77.98,90.01,89.4,89.98,92.61,93.77,94.62,94.46,93.67,91.81,90.54,91.89,92.4,95.44,98.49
300287.SZ,飞利信,软件服务,97.06,97.46,97.69,97.75,98.78,97.56,96.98,95.87,84.39,53.29,2.97,1.83,0.82,1.83,2.49,5.51,4.82,66.83,28.01,42.21,9.62,43.16,27.37,15.69,5.51,12.48,8.59,11.26,3.82,6.62
300158.SZ,振东制药,化学制药,97.03,89.06,88.29,93.96,93.59,94.65,93.32,93.72,92.21,95.2,96.87,95.36,94.12,80.13,75.41,61.13,19.05,8.19,21.09,9.7,11.21,13.91,16.67,20.75,29.01,41.02,56.57,28.78,44.75,48.01
000611.SZ,*ST天首,纺织,97.01,98.22,95.79,96.79,97.96,98.25,97.77,98.7,96.71,96.26,93.67,93.35,96.03,96.34,92.21,83.09,72.13,65.77,75.78,82.91,85.77,74.01,70.59,41.23,30.26,20.38,8.85,5.75,5.41,18.39
002812.SZ,恩捷股份,塑料,96.98,98.04,97.64,96.03,97.16,98.33,97.8,97.51,96.95,96.37,42.08,48.12,51.06,55.67,56.17,94.57,93.32,89.83,86.7,77.32,86.83,80.82,70.72,74.59,78.06,82.38,90.22,87.12,76.68,51.64
601126.SH,四方股份,电气设备,96.95,95.5,96.37,96.1,95.84,92.24,92.18,89.53,92.82,89.85,89.48,89.61,92.24,88.47,85.96,68.18,84.37,63.96,51.96,55.27,53.07,78.96,86.49,91.94,92.16,95.42,95.36,96.48,98.04,98.99
002650.SZ,加加食品,食品,96.93,96.05,95.92,95.47,93.83,91.84,86.06,85.77,70.22,86.41,76.68,74.43,78.56,56.25,49.68,58.0,30.45,12.53,32.59,60.6,15.71,10.23,1.78,1.75,1.14,0.95,0.79,0.93,1.25,0.82
002136.SZ,安纳达,化工原料,96.9,94.3,95.31,94.57,92.02,83.62,66.38,82.83,92.02,61.55,76.71,89.0,89.51,84.76,86.46,85.56,93.19,87.92,83.25,65.29,74.93,89.08,82.94,66.4,58.69,58.8,45.42,48.44,35.9,71.09
603738.SH,泰晶科技,元器件,96.87,96.45,96.5,97.72,98.75,99.15,99.42,99.28,99.44,98.97,99.36,99.02,99.44,99.07,99.6,99.44,98.89,99.1,98.89,99.07,97.64,97.8,94.44,91.55,75.54,65.42,25.99,23.26,17.91,59.09
300057.SZ,万顺新材,广告包装,96.85,94.09,95.65,97.01,97.48,96.95,97.51,97.22,95.84,91.65,92.42,90.09,90.75,89.72,52.78,81.58,85.74,86.22,82.3,69.55,58.98,82.51,89.56,82.25,76.58,76.29,64.63,81.72,86.96,93.27
300421.SZ,力星股份,机械基件,96.82,96.18,94.94,92.77,88.0,88.29,89.14,90.3,94.04,93.48,91.65,86.86,79.84,83.47,81.45,72.02,56.78,53.82,28.99,27.4,25.62,57.42,64.31,52.89,76.1,69.79,64.1,78.99,60.28,54.93
300118.SZ,东方日升,电气设备,96.79,97.09,98.22,98.15,97.43,97.27,97.85,96.61,95.42,97.19,94.86,95.57,93.35,91.28,90.54,91.49,80.84,87.52,88.55,52.28,33.78,61.34,65.5,56.78,33.41,60.23,48.89,70.61,76.23,68.92
300820.SZ,英杰电气,电气设备,96.77,97.56,98.38,97.24,99.28,99.31,99.58,99.6,99.71,99.6,99.39,99.23,98.28,97.19,97.22,94.06,94.44,97.99,97.93,96.74,98.17,98.36,97.88,97.46,85.61,81.53,78.25,73.26,56.04,70.01
002129.SZ,中环股份,半导体,96.74,95.79,96.34,95.73,95.26,96.85,96.77,96.0,97.11,97.24,96.77,97.4,98.04,96.79,96.63,94.22,93.51,95.65,95.89,93.27,92.5,95.39,94.78,93.91,92.77,93.16,93.0,93.03,89.14,91.12
600666.SH,ST瑞德,元器件,96.71,98.41,97.77,97.67,95.42,92.79,89.19,82.49,82.43,79.49,78.48,83.94,76.6,64.63,37.31,47.4,32.22,41.26,48.81,29.62,33.23,15.24,16.59,15.0,34.47,32.27,48.09,39.22,36.3,19.63
688007.SH,光峰科技,元器件,96.69,95.23,84.1,84.08,61.69,67.14,73.95,55.91,62.67,23.77,40.62,44.49,18.89,7.37,6.6,10.2,6.78,2.04,2.68,2.84,2.78,7.58,7.53,2.97,2.99,6.25,4.85,7.26,6.2,14.73
300706.SZ,阿石创,元器件,96.66,91.26,95.26,94.7,94.14,96.29,96.24,95.1,96.34,95.12,78.8,68.26,69.08,62.56,70.32,9.19,49.63,29.49,59.01,94.94,95.89,97.88,93.85,94.99,90.41,88.1,86.7,87.76,90.41,91.15
688018.SH,乐鑫科技,半导体,96.63,97.4,97.19,98.04,96.18,97.43,98.36,98.09,97.85,92.82,90.17,88.71,73.82,83.92,91.15,84.29,86.75,89.67,92.82,94.49,87.68,92.58,87.41,35.19,61.21,59.62,56.84,59.51,48.52,48.91
002620.SZ,瑞和股份,装修装饰,96.61,96.32,97.09,96.21,98.04,97.22,96.0,95.23,96.77,98.7,98.6,99.36,99.47,99.42,99.07,98.99,97.85,97.51,89.67,93.69,86.62,89.16,84.98,86.7,76.05,78.72,83.02,84.1,62.53,30.55
002623.SZ,亚玛顿,玻璃,96.58,95.44,95.44,95.07,95.71,96.69,96.93,95.12,93.91,96.93,96.9,97.14,98.15,98.2,95.6,96.03,92.34,96.79,97.85,94.81,84.47,87.73,84.23,86.25,82.59,81.37,80.79,72.31,59.91,39.06
603717.SH,天域生态,环境保护,96.56,95.68,98.3,97.85,96.24,94.86,89.61,85.21,73.45,91.63,85.24,89.14,76.15,81.05,78.27,34.5,19.79,11.61,28.93,31.37,51.54,59.51,24.24,42.29,8.43,10.65,12.4,8.27,9.75,5.56
002594.SZ,比亚迪,汽车整车,96.53,95.28,96.26,96.05,96.69,94.59,93.99,89.11,87.78,83.15,85.0,55.56,12.0,19.1,34.84,49.74,56.65,70.51,52.89,39.85,51.72,77.19,77.37,85.61,81.9,89.19,89.43,91.6,81.21,81.58
603806.SH,福斯特,塑料,96.5,97.96,97.83,98.22,97.83,98.49,98.57,96.58,90.01,86.8,89.19,93.46,87.86,80.42,75.15,91.02,90.43,93.35,91.12,78.27,81.85,87.44,95.23,92.16,86.35,87.18,88.13,92.29,96.0,95.65
603283.SH,赛腾股份,专用机械,96.48,93.91,93.48,94.54,95.2,93.61,92.95,93.53,95.52,86.46,37.18,8.08,11.23,7.76,23.48,27.77,47.4,76.39,88.08,81.56,93.11,96.21,95.12,85.8,73.05,78.67,68.55,64.44,66.75,73.11
600586.SH,金晶科技,玻璃,96.45,94.65,94.46,95.65,94.73,95.34,95.52,94.49,96.58,98.46,97.99,98.07,98.46,98.44,98.36,97.99,97.72,94.17,84.68,50.13,68.47,78.75,77.11,83.17,79.73,81.98,79.23,80.84,88.1,73.82
300649.SZ,杭州园林,建筑工程,96.42,94.62,93.93,94.65,96.71,94.99,92.71,95.2,70.83,39.93,39.8,8.0,7.5,10.73,6.01,8.96,6.92,35.45,45.92,16.11,10.04,24.62,34.5,29.89,22.31,36.14,29.65,21.67,33.04,5.78
300076.SZ,GQY视讯,IT设备,96.4,94.91,95.73,96.63,97.3,94.78,92.9,93.4,90.57,56.25,2.41,0.77,1.83,1.67,4.77,3.44,8.51,56.84,11.79,18.1,11.29,43.99,51.38,27.03,17.14,39.61,40.62,41.04,35.11,20.46
300634.SZ,彩讯股份,软件服务,96.37,99.02,98.78,98.09,96.77,96.53,95.71,87.68,90.81,93.93,88.77,91.55,89.72,91.87,91.89,94.12,95.68,93.03,80.66,64.81,6.15,2.33,3.13,3.63,10.07,5.33,6.39,10.73,12.96,7.21
300475.SZ,聚隆科技,专用机械,96.34,96.56,96.48,97.06,97.46,97.88,97.91,97.4,97.32,95.5,94.89,94.14,92.02,92.58,89.35,90.36,82.67,51.32,51.85,57.07,47.32,38.13,11.69,27.29,29.6,9.8,4.21,8.51,3.52,3.74
600884.SH,杉杉股份,综合类,96.32,95.92,95.71,90.22,88.66,94.14,96.87,97.54,98.44,98.75,99.05,99.15,98.86,97.43,97.16,97.03,96.74,96.29,96.71,94.67,91.23,91.73,88.45,93.19,85.98,84.47,65.53,68.76,39.35,26.34
002198.SZ,嘉应制药,中成药,96.29,97.32,93.85,54.82,55.7,54.58,58.43,56.65,90.94,88.0,85.88,70.67,68.92,39.9,35.27,51.48,64.04,53.84,40.81,23.87,20.83,21.25,38.71,9.8,12.72,36.38,43.75,52.15,51.4,53.26
688357.SH,建龙微纳,化工原料,96.26,99.15,99.36,99.07,99.15,99.42,99.44,99.42,98.99,98.83,97.77,97.19,97.56,97.3,97.83,98.17,97.83,97.27,94.44,97.01,98.52,92.02,86.25,85.69,92.18,83.57,75.44,83.55,82.91,83.09
600734.SH,*ST实达,IT设备,96.24,95.76,95.39,94.83,90.06,70.77,59.67,24.75,14.73,38.05,38.05,59.17,37.02,25.38,35.24,31.35,13.7,36.3,30.1,13.04,18.23,46.77,29.54,26.95,34.5,57.34,62.37,70.32,65.61,46.16
002685.SZ,华东重机,工程机械,96.21,96.37,96.9,97.22,95.6,90.73,93.93,95.81,94.62,94.17,93.83,93.32,89.61,84.21,80.76,69.53,73.93,71.2,68.97,66.85,58.61,66.77,51.14,42.26,54.43,59.96,33.86,27.34,14.41,11.1
000980.SZ,*ST众泰,汽车配件,96.18,96.82,98.46,98.68,97.4,94.28,86.09,86.04,83.49,74.4,72.66,62.22,60.76,63.41,20.72,10.23,4.0,12.43,47.01,20.19,28.62,39.27,20.4,16.67,51.93,71.3,88.69,79.57,81.9,79.44
002169.SZ,智光电气,电气设备,96.16,94.12,95.1,87.68,63.75,70.67,79.92,64.57,76.47,64.1,81.82,54.77,78.51,82.96,88.92,90.89,75.68,48.6,65.0,68.55,31.74,68.28,67.59,77.58,76.44,79.01,59.78,69.16,51.7,62.61
002881.SZ,美格智能,通信设备,96.13,98.28,94.06,94.59,92.47,81.19,48.49,9.62,2.38,23.93,33.7,12.37,18.36,21.54,7.42,14.52,58.77,79.41,61.37,88.39,88.39,72.5,73.13,82.09,62.75,63.28,57.34,81.61,86.22,73.4
300655.SZ,晶瑞股份,化工原料,96.1,98.09,96.82,97.69,96.16,96.98,97.96,98.94,98.81,98.54,98.09,95.65,96.42,95.92,97.27,95.15,97.35,96.45,97.8,99.02,97.85,98.46,99.15,99.21,99.07,99.28,98.81,97.43,95.28,95.42
600060.SH,海信视像,家用电器,96.08,97.91,96.56,94.86,93.16,91.44,87.02,88.9,89.77,88.77,89.59,83.84,83.28,75.94,32.22,15.85,7.71,8.29,5.46,4.72,8.85,3.87,4.24,6.31,12.0,20.19,19.66,17.78,21.2,11.9
000802.SZ,ST北文,影视音像,96.05,96.0,94.38,93.32,93.24,92.74,88.39,93.08,93.8,92.29,86.94,89.75,85.4,82.14,70.64,75.2,52.84,67.33,65.32,43.96,27.98,21.07,29.7,22.13,36.8,34.47,48.33,32.96,13.99,10.92
688033.SH,天宜上佳,运输设备,96.03,94.7,97.43,96.32,97.27,98.46,98.25,98.38,98.6,98.44,98.17,98.04,98.6,98.75,98.46,97.67,97.01,98.83,97.22,97.93,95.55,96.34,94.01,95.34,95.5,94.44,94.62,98.91,97.91,98.2
002335.SZ,科华数据,电气设备,96.0,95.57,98.2,98.91,98.83,98.62,98.68,97.93,98.33,98.28,96.34,95.71,93.32,89.8,91.63,93.06,94.62,95.15,90.78,62.72,57.42,83.65,81.69,82.38,84.21,92.08,94.36,95.23,96.26,97.22
600695.SH,*ST绿庭,多元金融,95.97,94.01,91.68,90.73,93.64,93.0,83.41,88.53,86.38,85.11,72.44,84.68,81.8,74.83,69.95,59.67,44.17,20.85,11.92,7.76,10.02,15.47,14.41,9.72,5.86,6.86,11.39,7.66,10.94,28.54
300233.SZ,金城医药,化学制药,95.95,96.1,90.33,89.88,87.52,86.78,94.04,95.31,95.57,96.45,99.28,99.6,99.55,97.96,98.2,96.95,96.79,95.95,93.93,93.06,87.65,81.61,79.28,85.32,85.21,82.14,50.74,48.52,55.06,60.44
300709.SZ,精研科技,元器件,95.92,90.09,88.31,77.13,45.44,57.37,76.84,74.22,81.77,68.02,59.11,53.9,53.63,54.48,72.2,61.76,56.47,52.52,2.86,2.99,2.41,2.49,3.66,2.46,2.38,2.44,2.12,1.78,1.54,2.23
300405.SZ,科隆股份,化工原料,95.89,93.88,93.16,92.79,89.22,85.03,87.41,88.18,89.88,85.51,76.82,70.83,83.92,83.7,89.61,80.15,84.39,89.0,87.18,47.75,37.86,72.28,93.03,87.92,85.51,86.86,80.29,88.53,85.64,89.3
000848.SZ,承德露露,软饮料,95.87,95.18,94.01,93.77,93.99,94.41,92.5,94.01,97.06,98.62,98.7,97.91,95.84,94.46,86.25,82.27,78.51,65.13,19.0,5.09,4.9,23.93,9.8,8.32,9.01,12.32,15.71,15.18,8.51,8.11
002011.SZ,盾安环境,工程机械,95.84,94.99,95.15,94.41,95.02,84.18,77.53,80.23,83.41,86.94,86.78,87.57,92.53,88.18,87.55,81.82,81.08,60.86,56.54,49.21,32.67,41.73,39.64,54.16,44.28,51.99,55.09,70.72,85.88,83.73
688333.SH,铂力特,机械基件,95.81,95.65,94.52,92.08,95.12,94.89,95.44,95.92,93.83,90.54,90.04,87.44,88.87,38.92,51.09,52.68,46.66,81.56,79.99,89.35,82.78,85.64,85.67,89.8,90.2,89.88,95.47,94.59,94.91,96.63
600418.SH,江淮汽车,汽车整车,95.79,89.75,90.38,89.98,93.06,92.42,95.57,97.8,98.65,98.89,99.26,99.58,99.68,99.81,99.39,99.21,98.6,99.28,98.2,97.59,98.7,98.83,98.41,99.36,98.99,98.99,99.42,98.33,95.15,92.1
002916.SZ,深南电路,元器件,95.76,96.29,95.23,94.01,90.51,85.93,89.83,90.36,88.42,90.99,88.26,82.51,86.57,92.34,91.02,88.5,80.18,75.54,74.54,85.88,77.37,80.1,82.51,81.88,75.12,74.93,65.18,50.11,61.21,34.45
002470.SZ,*ST金正,农药化肥,95.73,96.74,95.12,94.46,92.63,85.48,85.93,90.91,84.37,82.67,84.37,81.45,80.1,73.79,74.91,60.6,45.63,46.05,59.88,61.26,50.77,49.71,46.21,24.77,27.85,51.8,46.66,49.79,57.13,74.54
600976.SH,健民集团,中成药,95.71,96.71,93.56,92.85,92.74,93.38,93.72,93.56,94.28,95.84,98.3,98.09,98.57,98.41,96.5,95.97,91.07,80.74,63.49,19.77,7.82,8.35,13.33,10.89,10.41,16.27,36.86,19.82,20.56,15.34
300678.SZ,中科信息,软件服务,95.68,94.17,94.2,92.18,90.25,83.36,79.46,51.91,71.14,77.45,69.48,64.49,67.65,56.89,70.8,63.94,74.77,73.13,69.26,16.48,4.43,12.0,11.02,17.33,26.66,36.54,33.12,43.91,30.37,26.02
603486.SH,科沃斯,家用电器,95.65,97.83,94.75,93.83,95.5,95.52,95.65,90.78,84.42,88.42,90.12,94.36,87.25,73.4,53.71,73.61,41.92,5.35,4.21,3.82,3.39,6.25,2.62,1.4,1.25,1.96,2.89,2.44,8.37,3.58
300746.SZ,汉嘉设计,建筑工程,95.63,93.14,96.03,94.94,94.38,92.61,88.98,90.46,91.84,94.81,92.02,96.74,96.08,94.38,93.93,94.83,90.91,70.77,56.12,36.22,43.88,71.57,50.61,60.41,68.31,70.3,64.28,66.16,55.75,23.87
300283.SZ,温州宏丰,电气设备,95.6,97.38,98.33,97.16,95.92,94.81,95.84,93.93,93.64,90.41,86.65,85.45,75.83,84.9,83.89,82.94,89.19,91.23,61.34,81.11,65.82,72.1,61.87,63.75,59.01,82.01,79.09,86.33,81.8,85.74
603300.SH,华铁应急,多元金融,95.57,97.27,97.67,97.54,95.31,91.71,92.29,94.17,91.55,91.97,87.36,90.12,92.47,94.12,85.67,82.56,83.25,81.27,87.47,81.69,76.74,74.06,77.21,67.17,62.19,22.92,14.02,19.42,3.39,0.74
002870.SZ,香山股份,汽车配件,95.55,97.03,96.18,95.55,96.0,94.06,95.2,87.49,90.43,94.41,92.08,91.71,93.48,90.81,80.34,72.07,79.09,83.81,65.9,64.02,30.82,47.91,63.73,68.36,68.79,73.16,72.05,85.29,84.95,69.9
002418.SZ,康盛股份,机械基件,95.52,92.47,83.2,91.76,93.0,54.95,96.53,98.73,96.63,98.17,97.32,97.85,96.79,97.77,98.81,99.18,99.13,97.4,97.77,94.78,95.26,95.95,96.08,92.69,91.68,85.14,85.06,83.89,89.88,85.67
688022.SH,瀚川智能,专用机械,95.5,94.25,92.69,82.78,66.75,74.51,83.6,89.75,94.75,76.52,81.64,80.55,79.46,63.06,54.24,54.21,68.1,68.36,46.93,15.63,22.63,57.13,52.52,62.98,70.88,73.37,60.12,37.39,11.05,34.47
000811.SZ,冰轮环境,工程机械,95.47,95.12,94.44,94.44,97.03,98.36,98.09,98.62,98.25,98.78,98.65,98.36,95.71,94.49,93.53,91.71,93.53,90.67,90.2,82.86,82.06,74.67,75.57,78.19,76.84,65.21,62.9,58.08,53.63,49.55
002530.SZ,金财互联,软件服务,95.44,97.01,97.27,97.93,97.72,96.71,95.79,92.42,83.81,45.31,72.79,45.26,5.14,1.59,0.87,0.93,1.19,0.53,1.25,2.01,1.75,1.48,1.3,0.85,0.58,0.77,0.74,0.87,0.61,0.77
600993.SH,马应龙,中成药,95.42,98.68,96.13,93.67,90.22,90.67,90.75,92.02,92.98,92.18,95.87,95.28,96.05,95.95,93.64,92.02,82.78,87.65,67.83,38.82,32.17,7.45,8.27,21.86,50.79,52.23,46.03,42.34,52.97,51.56
300382.SZ,斯莱克,专用机械,95.39,95.1,96.24,96.42,95.39,97.38,97.19,96.9,97.59,97.75,97.03,97.16,97.62,97.27,98.52,97.22,96.21,98.68,99.1,99.18,98.44,99.02,99.28,99.34,99.36,99.15,98.97,99.31,99.47,98.83
300055.SZ,万邦达,环境保护,95.36,94.83,94.57,97.64,96.56,96.93,97.16,96.16,94.3,97.69,92.5,90.99,92.69,93.14,96.4,96.61,95.76,96.69,97.51,97.38,94.86,87.52,81.21,71.94,62.29,60.7,65.61,77.53,55.41,8.29
002759.SZ,天际股份,家用电器,95.34,96.08,93.77,91.41,80.84,88.9,93.59,92.5,95.73,98.09,97.93,99.13,98.12,95.76,94.14,91.92,95.36,96.58,95.65,83.81,69.5,81.72,62.77,38.66,53.97,69.63,35.14,47.22,10.92,1.46
600096.SH,云天化,农药化肥,95.31,93.46,93.72,94.06,89.19,87.41,61.34,75.2,69.87,83.28,74.3,83.76,96.18,94.09,93.46,93.22,92.0,90.43,90.04,89.53,85.06,89.72,85.48,85.51,72.84,80.23,84.34,88.0,80.63,64.33
300317.SZ,珈伟新能,半导体,95.28,89.61,92.9,91.18,90.2,91.49,95.28,98.22,97.67,97.27,92.79,93.83,91.26,90.25,86.75,89.96,86.38,86.33,88.02,59.19,34.23,76.82,84.34,78.11,74.72,76.74,58.06,20.54,17.44,22.15
300390.SZ,天华超净,元器件,95.26,95.73,94.3,96.48,94.62,97.06,95.95,96.26,98.41,98.07,99.07,98.73,98.62,98.65,98.54,98.52,98.62,97.64,95.92,93.67,95.63,92.32,80.45,74.83,75.94,88.77,89.32,83.02,28.51,14.94
300046.SZ,台基股份,半导体,95.23,96.16,97.59,96.45,97.54,95.47,95.15,92.1,94.33,94.04,91.68,69.1,13.25,1.43,3.39,4.56,18.31,35.74,18.23,71.94,49.97,74.24,75.65,71.73,23.77,48.81,27.9,46.87,25.76,49.18
600203.SH,福日电子,元器件,95.2,92.82,88.74,91.6,92.37,88.84,86.88,90.14,92.13,88.5,86.41,81.82,83.17,53.95,17.86,3.5,13.88,21.89,10.49,21.86,30.68,46.48,47.93,28.59,28.46,38.58,39.24,43.4,22.89,34.98
002058.SZ,*ST威尔,电器仪表,95.18,93.75,90.12,89.56,85.11,83.17,86.72,89.88,84.29,83.86,80.15,72.44,63.99,47.3,60.6,35.72,16.67,6.25,10.15,6.78,5.62,9.94,10.07,4.82,5.99,5.46,4.61,8.59,20.11,21.01
300397.SZ,天和防务,通信设备,95.15,91.2,90.89,90.28,92.45,49.02,35.27,6.2,10.55,1.62,1.72,2.12,9.86,1.78,1.99,4.27,7.37,20.03,22.81,61.66,31.27,69.58,74.62,77.32,65.02,68.02,72.15,78.83,76.5,75.23
300705.SZ,九典制药,化学制药,95.12,97.06,96.87,97.35,96.13,94.2,92.79,92.93,92.93,95.39,95.84,95.63,96.1,56.68,8.66,4.19,5.03,3.37,1.54,1.19,1.09,0.69,1.19,0.58,0.64,0.42,0.42,0.5,0.72,0.45
300782.SZ,卓胜微,元器件,95.1,95.87,94.62,93.4,91.44,91.57,86.65,71.54,53.55,4.27,16.43,5.94,2.89,5.09,10.02,10.57,5.25,3.84,5.78,9.11,4.16,4.64,3.76,2.15,3.07,3.1,4.32,6.81,5.86,50.37
603777.SH,来伊份,食品,95.07,93.56,94.49,93.24,84.21,85.37,59.64,21.6,23.74,40.33,9.8,1.56,1.85,2.09,4.93,3.92,12.29,7.0,11.34,4.21,5.19,11.45,7.82,10.12,10.25,10.76,10.97,9.27,13.73,13.12
601567.SH,三星医疗,电器仪表,95.05,89.0,83.15,83.57,93.91,94.04,93.53,96.4,93.53,72.63,89.83,69.05,45.89,15.9,3.21,9.01,5.14,2.12,0.74,0.56,0.53,1.93,1.35,1.91,5.14,3.63,2.09,1.32,2.41,22.31
300166.SZ,东方国信,软件服务,95.02,95.55,95.84,95.12,94.06,87.25,83.52,61.16,75.28,71.41,70.61,76.05,77.45,64.94,67.25,68.68,74.38,71.07,71.28,22.15,25.01,26.84,16.38,35.93,46.48,49.84,36.38,49.13,55.88,51.99
300609.SZ,汇纳科技,互联网,94.99,91.94,92.87,88.55,85.9,77.48,79.36,78.91,77.9,62.32,67.99,60.57,75.86,63.3,66.45,76.34,86.96,83.94,78.48,60.33,4.8,6.68,6.15,12.37,23.24,19.42,13.22,9.19,8.24,11.26
600421.SH,华嵘控股,综合类,94.97,95.6,95.34,54.35,56.23,54.5,58.19,56.68,49.76,42.87,41.65,47.72,51.54,72.58,63.91,18.55,14.63,13.88,9.33,6.49,10.68,9.01,15.85,57.26,56.04,55.19,54.32,56.62,57.42,56.23
300615.SZ,欣天科技,元器件,94.94,86.17,27.37,30.21,25.12,11.87,2.94,4.58,70.77,75.54,86.17,79.28,64.47,86.25,85.16,83.47,85.69,91.97,90.22,91.1,80.76,89.53,88.69,81.8,67.3,77.29,80.15,81.51,34.98,30.87
002614.SZ,奥佳华,医疗保健,94.91,95.39,96.61,93.91,93.61,93.88,91.15,86.46,81.69,81.29,80.5,68.92,46.18,28.27,5.83,2.57,1.38,1.4,1.59,1.03,1.83,0.87,0.77,0.82,0.93,0.72,0.72,0.72,1.03,1.19
601696.SH,中银证券,证券,94.89,89.03,79.92,77.34,73.26,73.74,68.71,76.29,67.17,65.45,71.25,77.48,78.7,63.46,65.29,41.52,9.99,4.88,1.91,2.78,2.7,7.6,10.97,15.5,13.2,16.35,14.79,11.18,10.76,21.57
002529.SZ,海源复材,专用机械,94.86,98.54,98.81,99.39,98.62,98.6,97.22,98.15,97.19,98.99,99.02,98.7,99.42,99.21,56.7,98.86,99.26,99.39,99.39,98.41,95.79,90.01,73.58,56.73,67.49,69.29,77.72,78.59,74.09,35.88
600481.SH,双良节能,环境保护,94.83,92.5,92.53,90.89,91.39,93.14,94.22,93.64,94.2,93.53,96.37,95.95,97.4,96.66,97.32,97.16,96.1,96.61,97.64,96.5,95.12,97.19,95.89,98.41,97.62,96.63,93.88,95.5,92.53,83.94
688099.SH,晶晨股份,半导体,94.81,94.94,92.32,93.03,87.6,87.86,93.06,91.36,89.56,78.11,71.99,49.89,38.55,26.82,32.03,26.36,74.88,90.57,91.57,95.47,90.89,90.04,85.72,77.93,72.73,77.93,59.7,68.87,73.9,80.37
300480.SZ,光力科技,专用机械,94.78,96.5,93.32,93.19,92.42,91.63,91.07,96.37,98.07,95.97,96.58,97.22,98.09,97.54,94.28,94.01,96.03,98.3,98.09,98.78,99.6,99.36,99.39,99.39,99.21,98.46,99.05,97.03,90.28,86.09
300266.SZ,兴源环境,环境保护,94.75,94.67,74.11,64.1,72.63,27.69,45.79,51.14,33.02,52.28,41.71,43.27,17.67,11.29,2.62,3.07,5.83,11.63,15.95,21.67,16.06,20.22,18.79,24.56,13.86,13.22,8.74,6.07,7.15,6.07
