,NAME,INDUSTRY,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08
002136.SZ,安纳达,化工原料,99.28,99.18,99.58,99.09,98.53,97.99,97.64,97.36,98.16,95.01,96.13,96.71,97.18,96.85,94.1,95.26,94.52,92.16,83.36,66.36,82.92,91.88,62.11,77.13,89.1,89.73,85.3,86.79,85.81,93.26,88.29,83.69,66.12,75.73,89.38,83.25,66.89,59.38,59.54,46.57,49.49,36.98,71.05,90.67,86.7,89.94,87.14,86.23,78.39,85.02,93.61,94.82,96.27,95.59,95.92,98.04,98.04,97.99,97.85,97.9,92.28,87.4,89.22,62.62,73.82,76.48,93.77,95.24,96.85,97.01,93.61,93.09,92.7,96.92,89.22,40.13,16.94,9.12,4.04,2.5,6.56,5.13,4.34,6.91,11.2,6.21,3.76,3.76,4.29,2.38,2.89,3.94,4.71,1.21,13.35,31.22,43.84,59.33,47.2,66.08
002881.SZ,美格智能,通信设备,99.25,99.7,99.28,99.16,99.25,98.65,98.88,99.18,98.9,98.11,96.64,97.08,95.26,96.15,98.23,93.98,94.54,92.65,80.94,48.48,10.13,2.64,24.83,34.39,13.53,20.23,23.82,8.75,16.47,60.13,79.89,62.44,88.78,88.64,73.17,73.68,82.55,63.32,64.05,58.24,81.92,86.47,73.36,85.09,89.22,91.97,80.59,86.79,88.08,83.57,76.5,82.24,33.48,31.08,42.74,67.41,51.68,67.1,46.15,41.86,17.87,11.53,17.9,8.84,8.7,6.07,13.53,32.13,15.17,13.49,4.9,3.64,6.84,8.21,13.18,9.1,15.77,17.55,26.43,79.33,89.57,87.87,84.23,93.12,95.31,98.04,98.41,96.1,98.58,98.2,98.76,99.25,99.14,98.97,98.76,99.18,99.32,99.3,99.14,98.39
300096.SZ,易联众,软件服务,99.23,98.69,98.37,98.69,98.44,99.0,98.13,91.72,45.24,47.2,46.5,16.82,11.36,4.41,2.73,4.06,2.73,2.01,1.63,1.4,1.12,1.75,1.38,1.45,1.94,1.61,2.68,3.01,4.11,6.84,5.67,6.81,12.27,10.41,15.33,15.94,13.44,11.99,22.56,16.57,15.89,13.46,16.59,15.03,16.78,13.58,9.03,8.47,12.18,7.47,18.36,17.34,11.15,11.57,10.17,8.61,10.87,7.63,13.46,17.29,71.79,82.52,76.64,71.79,56.09,57.44,58.84,84.72,71.65,72.47,75.78,69.97,77.39,81.17,80.07,83.71,75.55,88.05,85.07,87.98,26.57,11.15,14.86,19.53,30.05,47.64,54.55,21.05,27.88,27.9,19.69,24.06,30.35,27.27,34.34,27.02,41.11,21.86,30.33,31.19
300604.SZ,长川科技,专用机械,99.21,98.74,99.11,99.02,99.44,99.44,99.46,99.49,99.63,99.51,98.3,98.58,98.37,99.04,98.93,98.93,97.69,97.85,98.13,98.97,99.3,99.23,97.39,97.13,1.31,1.38,1.33,1.82,1.47,3.27,2.59,13.35,15.73,14.37,16.66,10.97,2.12,0.4,0.75,0.23,0.19,0.12,0.09,0.12,84.81,81.19,89.13,81.17,55.34,46.66,48.93,12.23,22.96,2.59,1.24,3.17,7.02,18.08,3.01,1.31,1.89,5.32,9.29,9.29,4.97,18.08,7.4,15.94,29.42,21.54,20.65,21.79,15.1,32.57,42.3,49.09,61.08,87.52,90.71,94.0,83.11,81.36,76.62,93.26,92.49,74.17,73.8,47.81,63.32,71.93,77.32,68.15,60.66,74.34,71.96,64.3,69.23,68.18,75.24,86.98
002617.SZ,露笑科技,电气设备,99.18,99.65,99.23,99.44,99.51,99.7,99.67,99.72,99.72,99.58,98.86,99.37,98.02,97.27,91.23,85.35,83.92,84.25,91.27,93.02,76.34,62.53,71.86,72.38,62.93,25.48,8.35,4.69,7.05,40.01,34.53,6.67,17.87,25.59,55.65,66.8,51.28,33.18,61.29,18.97,59.61,54.67,54.74,48.44,17.78,13.65,42.35,30.42,20.3,11.39,35.6,45.45,59.26,70.84,69.18,58.54,77.62,70.67,29.05,33.64,17.55,18.78,51.91,71.82,79.49,91.3,90.34,94.33,93.12,90.62,86.4,86.72,81.03,77.9,55.76,39.48,32.78,56.44,74.1,74.5,69.76,67.8,54.36,36.93,29.02,19.46,27.48,20.44,74.15,82.41,86.7,90.43,88.22,93.63,95.19,96.17,96.08,95.52,94.4,96.59
300207.SZ,欣旺达,元器件,99.16,99.32,98.69,98.39,96.9,95.4,88.96,86.51,84.41,80.63,78.44,60.08,72.26,82.41,71.07,51.07,9.59,11.32,31.52,86.42,67.36,64.44,68.83,84.9,83.39,74.17,68.95,70.35,70.11,74.15,63.88,66.92,46.5,56.42,84.04,81.31,75.99,65.49,76.22,40.57,57.0,38.12,66.4,89.52,93.02,94.8,91.04,94.35,92.16,95.15,96.59,92.72,97.34,94.33,85.88,89.13,85.11,90.39,72.98,45.75,39.76,52.78,37.56,5.55,5.69,6.79,10.2,12.23,14.96,5.81,3.69,4.81,2.71,4.2,12.88,18.36,45.4,42.37,56.72,73.73,84.46,94.66,91.93,97.25,97.53,97.92,99.21,98.58,97.99,98.62,99.32,99.72,99.63,99.51,97.78,97.69,95.22,95.12,95.87,95.38
002709.SZ,天赐材料,化工原料,99.14,99.07,97.88,94.17,90.9,95.59,93.37,96.83,96.71,96.87,95.96,89.94,87.42,91.16,87.4,82.36,73.01,76.62,86.91,83.27,85.74,83.92,89.27,89.9,86.56,49.18,26.74,19.39,36.47,53.66,55.97,54.78,23.85,55.67,68.55,58.45,67.99,66.24,76.13,87.38,76.04,82.38,58.54,81.43,85.23,89.59,91.58,91.2,89.92,94.21,93.91,93.54,98.11,94.96,93.7,96.55,92.49,92.63,79.0,73.54,42.72,53.73,88.47,82.48,80.63,89.01,90.76,93.28,91.79,86.63,89.27,89.13,54.57,77.46,84.13,61.57,73.01,88.85,79.56,71.44,81.24,79.09,30.63,73.03,62.18,65.89,76.15,39.9,29.72,66.85,60.94,85.35,93.77,90.11,75.45,83.88,76.22,44.77,80.96,86.72
600327.SH,大东方,汽车服务,99.11,99.02,99.32,98.95,98.74,95.89,95.15,95.45,95.4,90.85,94.4,86.65,82.92,28.56,69.69,37.38,48.93,19.11,65.07,47.76,54.27,74.31,72.61,85.51,84.48,81.22,34.34,13.09,3.08,5.09,5.04,6.09,2.94,3.03,6.28,5.02,6.02,5.3,6.56,5.27,3.55,0.75,0.79,1.0,0.54,0.56,1.1,0.63,0.44,0.98,1.89,3.22,1.87,4.27,3.13,5.32,6.21,14.91,12.37,19.69,24.66,28.28,25.27,54.71,32.5,39.45,44.42,47.13,61.41,68.83,74.38,65.98,58.94,68.46,73.08,79.05,80.28,50.05,52.12,59.19,53.73,48.69,52.73,13.53,20.44,26.2,23.19,25.59,22.56,6.77,8.66,46.73,74.13,74.36,75.87,66.59,65.0,79.33,77.9,75.29
603906.SH,龙蟠科技,化工原料,99.09,99.37,99.02,98.67,97.32,97.5,92.93,90.29,93.51,89.64,96.06,90.39,92.98,94.47,93.65,93.89,81.57,83.97,87.94,87.75,84.81,86.82,91.74,95.61,97.48,96.52,95.82,96.85,97.53,98.02,95.15,94.82,88.01,86.28,91.27,89.38,90.9,90.39,92.88,92.77,94.42,83.13,66.5,48.58,63.16,80.7,74.73,51.42,9.94,6.11,5.88,8.31,58.52,59.29,8.66,15.4,52.19,72.28,17.45,13.23,16.89,42.16,46.99,28.37,7.42,5.55,41.69,77.37,91.88,82.94,86.19,74.5,81.24,93.86,97.5,94.56,85.02,91.46,98.13,99.07,96.22,97.9,98.25,99.35,99.65,99.3,96.57,97.2,92.11,97.95,99.11,99.67,99.37,98.93,96.66,98.34,97.01,92.02,72.61,66.94
002256.SZ,兆新股份,新型电力,99.07,98.25,99.18,98.58,97.29,96.59,97.74,97.34,98.55,98.53,98.53,96.92,93.91,85.81,86.0,64.23,45.96,16.43,9.29,48.97,66.99,71.91,41.58,49.21,71.77,37.73,9.71,12.79,5.46,3.41,1.84,3.03,3.64,4.27,1.68,2.99,3.17,57.21,12.72,25.55,60.78,85.79,94.91,97.81,98.25,99.42,99.74,99.63,99.65,99.46,99.37,99.74,99.86,99.84,99.91,99.95,99.95,39.71,99.98,99.93,99.65,99.63,98.25,95.78,81.17,75.52,41.16,78.32,78.25,71.12,81.82,66.47,48.44,31.03,7.75,2.15,0.28,1.17,0.3,0.42,0.51,0.28,0.61,0.65,5.37,4.29,11.83,5.2,5.88,21.65,16.61,10.8,8.7,14.07,13.11,26.48,19.62,12.93,9.33,42.77
002407.SZ,多氟多,化工原料,99.04,98.41,97.64,94.73,92.32,92.81,93.07,94.07,93.68,93.77,94.91,91.72,89.08,90.95,92.51,90.32,84.02,91.67,90.39,89.76,84.02,91.86,95.57,95.59,95.92,95.89,96.59,96.17,96.87,98.51,98.88,98.65,96.85,97.41,97.36,94.12,89.59,88.22,94.07,92.95,95.89,94.35,87.38,94.21,92.91,90.67,72.7,77.83,68.41,47.55,38.05,21.77,84.83,81.75,45.31,67.08,80.63,85.93,42.95,60.66,13.53,23.47,39.45,30.49,37.33,66.89,82.43,88.96,90.27,79.58,84.51,86.12,54.01,51.7,71.44,54.85,36.77,42.39,80.66,59.01,85.7,87.0,67.85,85.18,86.09,74.24,90.29,87.75,79.42,92.6,86.79,89.64,90.43,88.54,87.98,85.84,87.0,73.57,57.96,78.51
300919.SZ,中伟股份,化工原料,99.02,98.6,96.62,96.31,90.62,88.8,87.1,91.51,82.17,77.53,65.4,25.64,15.24,73.92,79.93,56.14,46.01,50.54,66.99,65.89,55.2,63.51,64.0,62.95,56.04,68.92,44.35,31.57,57.84,89.8,89.06,75.29,60.5,35.3,61.43,69.04,75.38,72.35,78.77,87.73,91.46,89.76,88.92,90.53,90.18,89.22,84.93,87.28,87.35,50.09,54.99,53.45,80.47,69.11,48.69,49.02,52.17,66.78,16.15,5.34,1.21,3.15,7.7,4.39,6.49,7.93,42.18,40.97,46.83,48.58,53.5,50.51,37.05,38.89,45.78,36.54,28.77,38.94,68.67,66.99,72.61,73.61,56.18,86.79,80.26,58.35,47.06,25.78,17.76,9.59,7.47,13.11,30.54,55.16,54.48,70.25,63.35,73.96,85.67,91.41
300568.SZ,星源材质,化工原料,99.0,99.11,98.6,97.74,90.78,92.6,95.43,98.02,97.76,97.36,97.39,94.14,6.72,31.5,26.43,32.71,12.32,17.15,46.66,46.41,74.8,70.95,61.29,32.69,62.48,9.68,2.01,1.4,1.8,1.96,1.31,2.26,68.2,67.06,77.34,65.26,81.57,81.71,88.31,91.41,77.58,45.38,44.89,86.49,78.49,86.54,89.76,84.67,64.7,79.0,71.58,29.96,50.84,60.24,63.07,70.84,29.77,25.78,10.31,19.23,19.95,72.59,89.06,84.81,81.82,86.65,82.97,92.81,94.77,91.67,96.55,95.4,92.65,91.44,72.4,47.83,57.26,79.61,48.04,20.0,13.93,19.44,10.83,29.58,56.32,44.03,81.01,29.82,30.52,59.85,33.97,74.22,82.97,76.34,74.17,87.05,89.97,85.16,78.39,85.53
688315.SH,诺禾致源,医疗保健,98.97,96.99,90.55,87.4,37.96,70.58,77.93,76.48,65.52,44.21,44.19,70.51,5.62,4.78,5.74,3.31,2.78,1.24,1.12,0.79,0.82,1.42,1.91,2.85,3.97,1.87,2.75,2.87,13.72,54.88,63.32,23.87,60.48,83.97,81.01,84.88,93.14,97.22,98.32,99.51,98.76,99.02,98.18,97.88,98.11,98.55,95.17,95.52,89.5,96.17,92.95,96.9,94.54,80.75,54.74,41.88,18.53,24.13,13.18,1.07,4.97,2.68,3.64,4.67,1.12,0.7,1.8,1.12,1.14,0.21,0.86,1.05,0.82,3.55,19.53,28.11,20.18,30.68,21.54,52.26,13.23,17.31,26.18,18.32,19.09,15.4,57.86,67.71,52.1,64.44,60.71,46.71,46.01,16.54,4.32,9.71,9.29,8.75,9.19,7.19
000663.SZ,永安林业,林业,98.95,99.28,99.51,99.63,99.3,99.32,99.18,99.25,99.37,99.11,99.7,99.6,99.11,98.48,97.13,95.89,88.66,90.92,89.31,89.08,94.45,85.58,90.71,92.49,94.47,89.06,76.13,46.85,44.35,59.24,34.72,23.52,24.5,22.42,17.87,33.08,29.4,6.6,6.88,7.02,4.36,13.42,6.7,15.12,11.88,25.2,28.25,60.31,48.88,21.4,33.5,45.05,59.94,67.2,78.25,83.92,89.83,91.65,85.7,72.75,76.36,62.93,53.57,34.53,34.86,37.87,46.13,30.91,21.42,31.22,34.67,46.66,24.2,7.72,40.6,24.29,19.3,17.03,45.57,79.63,76.83,69.53,73.38,74.92,72.77,58.47,58.96,84.2,84.69,78.51,78.81,77.53,53.13,81.71,26.34,26.04,53.41,53.57,30.0,6.35
605369.SH,拱东医疗,医疗保健,98.93,98.58,98.04,98.9,99.02,99.46,98.67,97.69,94.89,95.68,95.57,96.5,95.05,88.26,93.77,89.94,81.64,14.44,81.85,90.69,88.05,91.16,88.96,85.42,81.61,50.05,52.01,48.93,56.23,48.23,48.09,11.71,18.29,50.3,40.36,19.06,15.52,50.37,8.96,3.08,3.99,2.96,7.16,9.96,11.6,21.35,13.14,30.66,55.44,77.93,53.8,54.71,35.98,47.71,18.04,24.92,22.35,18.83,27.58,62.86,60.08,69.93,49.91,26.81,20.56,17.55,19.23,9.66,12.23,8.03,18.95,40.22,37.52,20.11,55.58,60.27,74.85,76.36,68.99,45.29,58.49,28.91,30.03,32.17,42.6,54.08,50.4,72.96,29.28,44.49,31.82,40.27,56.18,36.05,18.25,18.57,11.41,20.32,33.81,23.12
688589.SH,力合微,半导体,98.9,98.16,98.06,97.32,98.11,98.11,97.95,97.04,97.11,94.38,89.9,94.31,94.28,94.28,54.9,58.75,80.63,69.16,76.53,75.76,17.59,47.08,19.13,21.35,6.63,5.9,3.85,10.29,13.51,51.91,58.77,66.5,82.27,87.56,91.62,84.95,77.9,74.43,88.59,82.08,90.32,82.34,93.56,96.03,99.14,99.07,99.25,98.48,97.5,96.94,97.15,93.09,91.93,56.95,42.07,21.72,19.53,31.89,7.82,8.54,10.94,34.04,29.63,19.58,0.82,0.91,1.12,2.73,3.08,3.5,2.19,3.15,1.0,1.77,3.08,14.4,14.02,16.12,21.58,43.93,20.63,15.94,12.2,13.37,10.43,9.64,16.01,17.97,36.19,35.93,47.29,33.64,39.83,57.33,51.26,54.34,75.45,72.12,71.96,67.41
603659.SH,璞泰来,化工原料,98.88,98.97,98.39,98.23,98.23,98.53,97.9,97.57,96.97,98.04,98.02,97.25,94.35,97.76,97.83,94.35,94.14,96.15,97.55,98.72,96.85,97.88,95.33,95.68,92.91,79.56,81.15,86.96,90.39,86.7,80.26,78.23,75.85,74.92,65.35,35.09,61.39,35.37,36.02,10.92,53.94,5.69,22.87,38.89,27.9,44.49,41.53,44.47,30.63,74.64,86.49,75.94,86.58,72.89,63.81,87.89,64.72,80.66,38.33,32.94,10.27,22.54,50.09,43.33,57.56,73.85,80.24,89.38,91.09,84.04,89.76,88.38,83.08,91.58,93.42,90.74,91.04,89.59,88.29,90.81,93.82,98.48,95.38,97.08,95.52,93.42,94.19,68.32,52.24,71.89,48.16,82.43,78.84,52.08,33.41,54.95,63.84,64.77,81.24,91.09
300542.SZ,新晨科技,软件服务,98.86,98.04,97.46,97.95,97.9,97.27,96.9,95.59,95.66,92.51,88.73,89.85,89.01,92.65,90.57,91.67,93.14,91.34,28.84,10.34,1.59,4.11,4.97,5.25,3.55,6.18,16.82,20.3,17.24,52.8,63.6,49.93,58.59,21.77,37.75,29.28,22.52,23.12,37.47,25.1,43.0,18.92,29.07,35.58,51.77,42.14,13.02,11.92,16.36,10.48,10.64,16.1,8.38,11.78,9.45,10.99,13.42,13.02,22.91,21.49,30.07,29.89,25.59,22.98,16.17,19.41,23.61,34.48,23.36,24.52,33.27,34.04,53.64,95.94,98.44,96.08,88.87,92.28,93.56,97.57,95.24,93.58,92.49,91.65,93.77,95.24,94.38,96.99,96.73,94.82,82.43,75.76,70.14,9.43,2.5,13.39,54.99,31.15,37.17,12.02
000408.SZ,藏格控股,农药化肥,98.83,97.95,98.25,96.76,94.24,90.13,76.25,75.2,74.34,79.7,85.81,75.5,77.65,84.69,96.43,96.52,94.98,85.7,84.55,66.45,76.36,90.27,89.73,88.31,91.37,92.44,94.1,95.68,94.73,94.63,93.84,96.08,93.65,91.02,84.34,85.58,78.86,82.43,87.42,93.54,93.16,93.58,87.21,85.65,62.2,48.41,32.29,23.12,49.44,81.82,83.76,61.9,60.43,82.34,72.54,66.08,54.34,77.3,28.46,26.27,15.63,29.09,71.68,75.78,79.09,92.11,95.5,95.82,90.62,56.81,61.29,65.82,59.15,30.94,20.63,14.44,11.78,18.62,59.03,57.12,89.01,63.86,32.36,64.68,68.71,29.51,54.81,35.0,30.0,74.99,77.04,74.55,65.12,76.99,80.19,79.49,86.49,74.99,64.93,68.22
600704.SH,物产中大,商贸代理,98.81,99.46,99.49,99.42,99.18,99.53,99.74,99.81,99.86,99.88,99.74,97.88,90.71,76.9,18.11,20.28,22.35,33.2,47.92,65.7,37.96,5.72,1.63,2.1,3.57,1.28,0.49,0.4,0.28,0.16,0.26,0.61,1.4,2.61,4.13,5.18,5.48,5.23,5.88,6.72,5.41,6.98,12.34,8.84,6.16,7.75,41.58,24.73,53.1,50.19,82.69,79.37,74.62,71.23,62.72,60.36,48.27,49.53,50.3,52.87,49.74,46.03,51.94,68.5,83.85,90.18,66.59,72.12,53.15,67.2,36.79,38.05,50.84,45.01,50.63,78.74,85.98,81.89,86.51,91.2,89.59,89.5,82.24,67.08,42.77,22.4,29.65,44.91,40.04,56.79,56.35,56.32,51.28,64.7,69.44,36.14,30.28,39.59,23.17,15.24
300264.SZ,佳创视讯,通信设备,98.79,98.93,99.81,99.86,99.53,98.93,98.44,96.57,93.02,94.35,93.33,94.26,81.05,87.24,92.09,95.54,95.26,95.96,90.34,90.97,87.42,39.73,3.85,1.87,1.14,1.49,0.96,2.92,4.18,6.6,11.81,5.06,3.27,3.85,13.98,13.53,3.99,4.34,5.48,8.28,4.41,2.24,1.19,2.19,4.92,7.72,3.71,3.01,3.01,3.31,4.5,4.92,18.6,15.59,37.98,67.87,80.82,47.67,86.77,84.06,74.57,83.34,91.88,97.78,90.9,81.99,92.37,89.64,88.89,90.69,85.84,81.17,85.86,88.47,59.66,27.11,14.7,44.8,14.58,21.4,55.46,61.41,11.15,1.14,32.83,59.82,36.49,59.92,67.8,60.94,36.61,37.96,29.61,54.5,76.41,68.57,95.52,98.51,99.67,99.79
688221.SH,前沿生物-U,生物制药,98.76,98.23,92.6,59.05,82.52,56.67,63.91,71.26,63.14,21.91,54.81,75.87,47.13,14.14,3.8,3.27,5.13,3.17,2.31,2.26,3.55,3.99,5.69,11.15,5.3,6.58,6.74,3.22,4.64,12.86,9.57,14.16,20.95,11.08,11.64,35.65,60.34,79.14,66.47,70.16,60.13,56.21,76.83,65.49,68.27,76.6,82.64,73.38,86.65,93.19,92.3,89.01,90.27,90.5,89.03,80.47,38.45,25.59,40.43,40.69,61.08,49.23,24.13,24.03,25.78,19.06,17.38,22.1,8.14,4.55,6.67,9.24,8.33,14.37,25.59,18.08,25.41,23.78,28.44,31.57,35.65,62.53,67.87,54.43,14.65,11.74,13.72,7.16,14.23,10.48,9.47,10.5,13.09,3.64,2.15,3.29,3.97,4.29,3.38,5.58
688135.SH,利扬芯片,半导体,98.74,97.9,98.02,98.09,99.09,98.79,98.65,98.72,97.97,97.25,96.08,97.81,97.62,98.58,96.62,97.25,96.34,76.46,81.19,74.01,34.86,70.3,38.38,29.82,7.19,26.43,29.28,31.68,59.5,81.68,71.47,80.68,67.38,23.03,70.32,61.62,37.45,20.56,42.81,44.96,60.9,47.85,70.63,69.3,85.51,66.54,75.22,64.91,30.73,15.4,22.98,4.67,6.67,10.83,4.11,2.01,3.08,9.36,4.97,1.87,2.4,3.01,3.01,3.5,0.98,3.45,1.28,1.98,2.99,2.08,2.47,2.94,2.54,3.85,6.6,15.7,20.3,22.33,27.2,92.35,95.08,96.85,96.87,97.2,96.9,93.68,94.87,94.42,96.45,97.41,95.66,95.78,90.67,95.36,89.5,96.24,96.34,96.2,95.29,79.3
002269.SZ,美邦服饰,服饰,98.72,98.34,97.67,98.81,98.39,98.76,96.41,87.82,67.36,78.35,74.97,82.52,64.61,11.29,3.13,1.73,3.1,2.75,1.17,1.05,1.0,3.83,5.02,3.55,2.19,1.12,1.28,2.57,2.45,3.62,4.34,18.62,8.59,8.49,12.18,13.37,11.9,13.91,12.95,14.68,19.48,2.57,2.64,1.33,1.91,3.62,7.47,4.9,5.74,6.74,4.46,0.98,1.33,2.94,3.43,6.7,4.92,6.65,8.28,16.29,10.62,11.5,14.7,41.53,40.2,28.91,21.63,16.08,16.38,34.86,30.31,30.87,35.42,33.43,55.88,48.37,59.87,65.05,69.11,72.66,88.47,92.7,81.08,29.0,43.35,53.62,57.42,64.96,69.67,36.35,48.39,54.62,42.7,45.5,25.29,23.08,20.72,33.85,18.95,10.38
603196.SH,日播时尚,服饰,98.69,98.67,98.74,98.27,98.27,96.9,97.5,96.99,96.85,96.22,97.36,94.98,92.6,77.18,14.05,16.19,2.71,2.8,0.82,1.49,4.5,13.63,11.64,6.65,6.0,9.66,8.19,48.25,48.48,69.3,43.79,36.79,8.7,8.45,39.66,13.6,20.37,24.55,40.39,46.87,40.06,28.44,35.58,28.14,25.92,20.04,21.26,3.29,6.21,4.5,9.73,9.96,36.91,53.31,37.24,16.71,18.69,18.81,16.24,19.04,23.59,21.91,24.9,49.74,37.26,34.39,32.38,38.12,34.2,45.43,38.08,33.06,32.87,29.68,15.63,31.59,35.07,39.24,54.64,63.77,67.29,73.87,77.65,56.81,73.61,82.08,89.45,85.32,88.4,76.41,85.23,80.47,86.33,80.12,81.73,73.4,75.13,66.57,55.02,43.42
603876.SH,鼎胜新材,铝,98.67,99.42,99.74,99.67,99.74,99.56,99.72,99.84,99.81,99.91,99.95,99.98,99.98,99.93,99.74,99.16,97.9,98.9,98.48,99.09,98.39,95.82,84.97,88.66,85.23,90.67,87.14,74.92,86.58,61.88,79.77,68.2,46.06,86.84,93.49,91.32,86.86,56.32,72.66,67.78,91.69,92.84,97.95,98.67,98.13,98.51,95.82,96.36,94.63,96.27,94.89,91.65,90.53,77.13,50.37,62.16,85.46,89.03,87.26,92.95,91.67,93.19,86.79,61.5,71.75,80.47,90.36,93.54,94.54,92.04,89.85,88.17,87.33,75.62,71.26,78.04,69.69,87.66,82.1,80.26,41.81,38.64,25.94,56.91,54.76,62.13,73.43,56.95,35.65,73.57,74.62,87.14,78.28,48.72,22.68,29.56,9.8,8.89,24.15,15.94
300432.SZ,富临精工,汽车配件,98.65,98.32,98.23,97.99,96.24,92.88,96.31,96.94,95.29,94.7,96.59,95.38,93.02,89.41,92.14,94.7,87.68,90.64,98.32,99.46,99.18,99.35,99.6,99.46,99.35,99.3,98.44,98.27,99.14,99.88,99.84,99.86,99.74,99.91,99.91,99.65,99.6,99.49,98.44,87.26,97.95,97.76,94.84,97.48,98.23,99.0,98.67,98.97,98.53,96.38,94.84,96.01,97.67,96.78,84.97,93.93,95.45,96.87,96.22,98.09,94.14,91.3,93.02,74.52,48.72,83.92,96.52,96.64,98.09,96.9,97.36,94.8,93.89,88.17,84.97,86.07,38.66,61.25,35.32,21.19,10.73,38.4,46.71,89.31,95.82,82.71,30.91,57.49,21.93,77.83,77.83,90.13,89.31,89.01,93.09,82.92,96.22,77.76,82.01,84.62
300345.SZ,华民股份,机械基件,98.62,98.88,99.37,99.21,99.04,98.3,98.72,99.51,99.51,99.37,98.69,98.81,98.58,98.72,96.8,97.71,97.88,99.44,98.95,94.84,80.35,69.76,74.66,78.7,68.13,82.52,78.49,52.43,36.28,71.07,88.87,82.31,87.73,71.33,88.1,85.3,80.54,29.77,49.04,74.85,61.15,60.99,59.31,65.45,68.55,83.25,77.34,61.29,46.45,25.57,11.6,30.89,13.95,58.7,15.77,10.31,16.36,18.13,18.92,11.67,13.32,7.72,4.11,5.16,11.32,2.33,2.94,4.88,9.31,15.1,11.13,8.94,16.19,10.17,19.95,27.62,20.02,38.24,36.56,28.11,36.35,42.7,43.42,36.82,25.13,26.71,36.96,30.77,28.18,27.72,52.47,55.67,47.62,54.74,57.96,65.96,71.02,56.3,46.94,59.71
688316.SH,青云科技-U,软件服务,98.6,97.81,96.99,97.13,97.43,97.83,97.78,97.88,96.62,93.65,89.62,89.78,21.77,4.34,1.8,1.47,7.3,3.08,20.3,11.95,3.76,8.07,13.63,12.13,7.72,3.9,3.48,4.29,6.7,18.41,10.03,12.25,33.15,41.2,49.46,55.46,60.76,92.11,87.0,83.71,77.23,80.7,72.4,78.42,74.22,71.58,68.97,71.63,53.71,39.8,50.44,47.6,37.0,13.72,17.13,44.87,35.46,1.38,1.28,3.31,6.21,3.83,6.3,5.11,10.76,10.52,13.51,11.41,15.07,13.67,17.92,17.22,28.6,25.92,25.03,9.24,11.13,20.79,17.69,20.39,16.52,16.05,21.28,26.88,11.83,21.4,69.76,45.73,65.49,72.66,62.6,61.88,10.22,10.8,8.96,13.88,7.51,14.33,23.64,22.26
688116.SH,天奈科技,化工原料,98.58,98.48,96.45,94.91,92.84,94.68,93.26,94.26,94.82,95.78,96.55,95.73,95.78,97.15,98.2,98.25,97.32,97.53,97.46,98.51,98.3,99.18,99.25,98.86,99.25,98.2,97.62,97.5,98.04,97.9,95.61,93.68,89.83,91.55,88.82,70.51,79.16,86.23,93.79,86.72,87.68,49.11,32.9,68.36,47.25,70.32,61.74,64.09,43.63,69.83,93.96,90.39,94.96,93.12,82.64,87.35,73.38,70.02,19.58,19.93,15.17,38.92,61.5,41.11,51.0,42.35,64.07,79.14,69.18,37.38,45.71,27.06,5.6,11.53,14.09,16.85,15.17,46.17,19.09,27.81,36.14,27.27,24.34,59.73,55.74,39.22,77.06,20.81,25.06,49.42,34.58,85.42,92.11,84.67,84.69,90.57,86.61,63.35,81.8,92.91
